,rank,country,participant,result,discipline,event,olympic_host,olympic_game_year,gender
292,0,AUS,cathy freeman,49.110,Athletics,400m,Sydney,2000,women
293,1,JAM,lorraine fenton,49.580,Athletics,400m,Sydney,2000,women
294,2,GBR,katharine merry,49.720,Athletics,400m,Sydney,2000,women
303,0,,,37.610,Athletics,4x100m relay,Sydney,2000,men
304,1,,,37.900,Athletics,4x100m relay,Sydney,2000,men
305,2,,,38.040,Athletics,4x100m relay,Sydney,2000,men
316,0,,,41.950,Athletics,4x100m relay,Sydney,2000,women
317,1,,,42.130,Athletics,4x100m relay,Sydney,2000,women
318,2,,,42.200,Athletics,4x100m relay,Sydney,2000,women
325,0,,,00:02:58.680,Athletics,4x400m relay,Sydney,2000,men
326,1,,,00:02:58.780,Athletics,4x400m relay,Sydney,2000,men
327,2,,,00:02:59.230,Athletics,4x400m relay,Sydney,2000,men
338,0,,,00:03:22.620,Athletics,4x400m relay,Sydney,2000,women
339,1,,,00:03:23.250,Athletics,4x400m relay,Sydney,2000,women
340,2,,,00:03:23.460,Athletics,4x400m relay,Sydney,2000,women
348,0,ETH,millon wolde,00:13:35.490,Athletics,5000m,Sydney,2000,men
349,1,ALG,ali saidi-sief,00:13:36.200,Athletics,5000m,Sydney,2000,men
350,2,MAR,brahim lahlafi,00:13:36.470,Athletics,5000m,Sydney,2000,men
365,0,ROU,gabriela szabo,00:14:40.790,Athletics,5000m,Sydney,2000,women
366,1,IRL,sonia o'sullivan,00:14:41.020,Athletics,5000m,Sydney,2000,women
367,2,ETH,gete wami,00:14:42.230,Athletics,5000m,Sydney,2000,women
381,0,POL,robert korzeniowski,03:42:22.000,Athletics,50km walk,Sydney,2000,men
382,1,LAT,aigars fadejevs,03:43:40.000,Athletics,50km walk,Sydney,2000,men
383,2,MEX,erick joel sanchez,03:44:36.000,Athletics,50km walk,Sydney,2000,men
437,0,GER,nils schumann,00:01:45.080,Athletics,800m,Sydney,2000,men
438,1,DEN,wilson kipketer,00:01:45.140,Athletics,800m,Sydney,2000,men
439,2,ALG,djabir said guerni,00:01:45.160,Athletics,800m,Sydney,2000,men
447,0,MOZ,maria mutola,00:01:56.150,Athletics,800m,Sydney,2000,women
448,1,AUT,stephanie graf,00:01:56.640,Athletics,800m,Sydney,2000,women
449,2,GBR,kelly holmes,00:01:56.800,Athletics,800m,Sydney,2000,women
457,0,EST,erki nool,8641,Athletics,decathlon,Sydney,2000,men
458,1,CZE,roman sebrle,8606,Athletics,decathlon,Sydney,2000,men
459,2,USA,chris huffins,8595,Athletics,decathlon,Sydney,2000,men
495,0,LTU,virgilijus alekna,69.3,Athletics,discus throw,Sydney,2000,men
496,1,GER,lars riedel,68.5,Athletics,discus throw,Sydney,2000,men
497,2,RSA,frantz kruger,68.19,Athletics,discus throw,Sydney,2000,men
512,0,BLR,ellina zvereva,68.4,Athletics,discus throw,Sydney,2000,women
513,1,GRE,anastasia kelesidou,65.71,Athletics,discus throw,Sydney,2000,women
514,2,BLR,iryna yatchenko,65.2,Athletics,discus throw,Sydney,2000,women
525,0,POL,szymon ziolkowski,80.02,Athletics,hammer throw,Sydney,2000,men
526,1,ITA,nicola vizzoni,79.64,Athletics,hammer throw,Sydney,2000,men
527,2,BLR,igor astapkovich,79.17,Athletics,hammer throw,Sydney,2000,men
538,0,POL,kamila skolimowska,71.16,Athletics,hammer throw,Sydney,2000,women
539,1,RUS,olga kuzenkova,69.77,Athletics,hammer throw,Sydney,2000,women
540,2,GER,kirsten muenchow,69.28,Athletics,hammer throw,Sydney,2000,women
552,0,GBR,denise lewis,6584,Athletics,heptathlon,Sydney,2000,women
553,1,RUS,yelena prokhorova,6531,Athletics,heptathlon,Sydney,2000,women
554,2,BLR,natalya sazanovich,6527,Athletics,heptathlon,Sydney,2000,women
585,0,RUS,sergey kliugin,2.35,Athletics,high jump,Sydney,2000,men
586,1,CUB,javier sotomayor,2.32,Athletics,high jump,Sydney,2000,men
587,2,ALG,abderrahmane hammad,2.32,Athletics,high jump,Sydney,2000,men
600,0,RUS,yelena yelesina,2.01,Athletics,high jump,Sydney,2000,women
601,1,RSA,hestrie cloete,2.01,Athletics,high jump,Sydney,2000,women
602,2,ROU,oana mușunoi-pantelimon,1.99,Athletics,high jump,Sydney,2000,women
617,0,CZE,jan železný,90.17,Athletics,javelin throw,Sydney,2000,men
618,1,GBR,steve backley,89.85,Athletics,javelin throw,Sydney,2000,men
619,2,RUS,sergey makarov,88.67,Athletics,javelin throw,Sydney,2000,men
630,0,NOR,trine hattestad,68.91,Athletics,javelin throw,Sydney,2000,women
631,1,GRE,mirella maniani-tzelili,67.51,Athletics,javelin throw,Sydney,2000,women
632,2,CUB,osleidys menendez,66.18,Athletics,javelin throw,Sydney,2000,women
642,0,CUB,ivan pedroso,8.55,Athletics,long jump,Sydney,2000,men
643,1,AUS,jai taurima,8.49,Athletics,long jump,Sydney,2000,men
644,2,UKR,roman schurenko,8.31,Athletics,long jump,Sydney,2000,men
661,0,GER,heike drechsler,6.99,Athletics,long jump,Sydney,2000,women
662,1,ITA,fiona may,6.92,Athletics,long jump,Sydney,2000,women
663,2,RUS,tatyana kotova,6.83,Athletics,long jump,Sydney,2000,women
678,0,ETH,gezahegne abera,02:10:11.000,Athletics,marathon,Sydney,2000,men
679,1,KEN,erick wainaina,02:10:31.000,Athletics,marathon,Sydney,2000,men
680,2,ETH,tesfaye tola,02:11:10.000,Athletics,marathon,Sydney,2000,men
778,0,JPN,naoko takahashi,02:23:14.000,Athletics,marathon,Sydney,2000,women
779,1,ROU,lidia simon,02:23:22.000,Athletics,marathon,Sydney,2000,women
780,2,KEN,joyce chepchumba,02:24:45.000,Athletics,marathon,Sydney,2000,women
832,0,USA,nick hysong,5.9,Athletics,pole vault,Sydney,2000,men
833,1,USA,lawrence johnson,5.9,Athletics,pole vault,Sydney,2000,men
834,2,RUS,maksim tarasov,5.9,Athletics,pole vault,Sydney,2000,men
850,0,USA,stacy dragila,4.6,Athletics,pole vault,Sydney,2000,women
851,1,AUS,tatiana grigorieva,4.55,Athletics,pole vault,Sydney,2000,women
852,2,ISL,vala flosadottir,4.5,Athletics,pole vault,Sydney,2000,women
870,0,FIN,arsi harju,21.29,Athletics,shot put,Sydney,2000,men
871,1,USA,adam nelson,21.21,Athletics,shot put,Sydney,2000,men
872,2,USA,john godina,21.2,Athletics,shot put,Sydney,2000,men
882,0,BLR,yanina pravalinskay-karolchyk,20.56,Athletics,shot put,Sydney,2000,women
883,1,RUS,larisa peleshenko,19.92,Athletics,shot put,Sydney,2000,women
884,2,GER,astrid kumbernuss,19.62,Athletics,shot put,Sydney,2000,women
894,0,GBR,jonathan david edwards,17.71,Athletics,triple jump,Sydney,2000,men
895,1,CUB,yoel garcia luis,17.47,Athletics,triple jump,Sydney,2000,men
896,2,RUS,denis kapustin,17.46,Athletics,triple jump,Sydney,2000,men
908,0,BUL,tereza marinova,15.2,Athletics,triple jump,Sydney,2000,women
909,1,RUS,tatyana lebedeva,15,Athletics,triple jump,Sydney,2000,women
910,2,UKR,olena hovorova,14.96,Athletics,triple jump,Sydney,2000,women
894,0,UKR,yana klochkova,00:02:10.680,Swimming,200m individual medley,Sydney,2000,women
895,1,ROU,beatrice caslaru,00:02:12.570,Swimming,200m individual medley,Sydney,2000,women
896,2,USA,cristina teuscher,00:02:13.320,Swimming,200m individual medley,Sydney,2000,women
1197,0,USA,"gary hall, jr.",21.980,Swimming,50m freestyle,Sydney,2000,men
1198,1,USA,anthony ervin,21.980,Swimming,50m freestyle,Sydney,2000,men
1199,2,NED,pieter van den hoogenband,22.030,Swimming,50m freestyle,Sydney,2000,men
1277,0,NED,inge de bruijn,24.320,Swimming,50m freestyle,Sydney,2000,women
1278,1,SWE,therese alshammar,24.510,Swimming,50m freestyle,Sydney,2000,women
1279,2,USA,dara torres,24.630,Swimming,50m freestyle,Sydney,2000,women
0,0,COL,maria isabel urrutia,245,Weightlifting,+75kg,Sydney,2000,women
1,1,NGR,ruth ogbeifo,245,Weightlifting,+75kg,Sydney,2000,women
2,2,TPE,yi-hang kuo,245,Weightlifting,+75kg,Sydney,2000,women
11,0,IRI,hossein tavakoli,425,Weightlifting,105kg heavyweight,Sydney,2000,men
12,1,BUL,alan tsagaev,422.5,Weightlifting,105kg heavyweight,Sydney,2000,men
13,2,QAT,asaad said saif asaad,420,Weightlifting,105kg heavyweight,Sydney,2000,men
32,0,IRI,hossein reza zadeh,472.5,Weightlifting,105kg superheavyweight,Sydney,2000,men
33,1,GER,ronny weller,467.5,Weightlifting,105kg superheavyweight,Sydney,2000,men
34,2,RUS,andrey chemerkin,462.5,Weightlifting,105kg superheavyweight,Sydney,2000,men
56,0,USA,tara nott,185,Weightlifting,48kg,Sydney,2000,women
57,1,INA,raema lisa rumbewas,185,Weightlifting,48kg,Sydney,2000,women
58,2,INA,sri indriyani,182.5,Weightlifting,48kg,Sydney,2000,women
68,0,CHN,xia yang,225,Weightlifting,53kg,Sydney,2000,women
69,1,TPE,feng-ying li,212.5,Weightlifting,53kg,Sydney,2000,women
70,2,INA,winarni binti slamet,202.5,Weightlifting,53kg,Sydney,2000,women
78,0,TUR,halil mutlu,WR,Weightlifting,56kg,Sydney,2000,men
100,0,MEX,soraya jimenez mendivil,222.5,Weightlifting,58kg,Sydney,2000,women
101,1,PRK,song hui ri,220,Weightlifting,58kg,Sydney,2000,women
102,2,THA,khassaraporn suta,210,Weightlifting,58kg,Sydney,2000,women
117,0,CRO,nikolay pechalov,OR,Weightlifting,62kg featherweight,Sydney,2000,men
138,0,CHN,xiaomin chen,242.5,Weightlifting,63kg,Sydney,2000,women
139,1,RUS,valentina popova,235,Weightlifting,63kg,Sydney,2000,women
140,2,GRE,ioanna chatziioannou,222.5,Weightlifting,63kg,Sydney,2000,women
147,0,BUL,galabin boevski,OR,Weightlifting,69kg,Sydney,2000,men
164,0,CHN,weining lin,242.5,Weightlifting,69kg,Sydney,2000,women
165,1,HUN,erzsebet peresztegine markus,242.5,Weightlifting,69kg,Sydney,2000,women
166,2,IND,karnam malleswari,240,Weightlifting,69kg,Sydney,2000,women
179,0,CHN,xugang zhan,OR,Weightlifting,77kg,Sydney,2000,men
180,1,GRE,viktor mitrou,OR,Weightlifting,77kg,Sydney,2000,men
196,0,GRE,pyrros dimas,OR,Weightlifting,85kg,Sydney,2000,men
197,1,GER,marc huster,OR,Weightlifting,85kg,Sydney,2000,men
198,2,GEO,george asanidze,OR,Weightlifting,85kg,Sydney,2000,men
216,0,GRE,akakios kakiasvilis,OR,Weightlifting,94kg,Sydney,2000,men
217,1,POL,szymon kolecki,OR,Weightlifting,94kg,Sydney,2000,men
0,0,USA,billy mills,00:28:24.400,Athletics,10000m,Tokyo,1964,men
1,1,TUN,mohamed gammoudi,00:28:24.800,Athletics,10000m,Tokyo,1964,men
2,2,AUS,ronald clarke,00:28:25.800,Athletics,10000m,Tokyo,1964,men
43,0,USA,robert hayes,10.000,Athletics,100m,Tokyo,1964,men
44,1,CUB,enrique figuerola camue,10.200,Athletics,100m,Tokyo,1964,men
45,2,CAN,henry winston harry jerome,10.200,Athletics,100m,Tokyo,1964,men
54,0,USA,wyomia tyus,11.400,Athletics,100m,Tokyo,1964,women
55,1,USA,edith marie mcguire,11.600,Athletics,100m,Tokyo,1964,women
56,2,POL,ewa klobukowska,11.600,Athletics,100m,Tokyo,1964,women
64,0,USA,hayes jones,13.600,Athletics,110m hurdles,Tokyo,1964,men
65,1,USA,harold blaine lindgren,13.700,Athletics,110m hurdles,Tokyo,1964,men
66,2,URS,anatoly mikhaylov,13.700,Athletics,110m hurdles,Tokyo,1964,men
74,0,NZL,peter snell,00:03:38.100,Athletics,1500m,Tokyo,1964,men
75,1,TCH,josef odlozil,00:03:39.600,Athletics,1500m,Tokyo,1964,men
76,2,NZL,john davies,00:03:39.600,Athletics,1500m,Tokyo,1964,men
90,0,USA,henry carr,20.300,Athletics,200m,Tokyo,1964,men
91,1,USA,otis paul drayton,20.500,Athletics,200m,Tokyo,1964,men
92,2,TTO,edwin roberts,20.600,Athletics,200m,Tokyo,1964,men
105,0,USA,edith marie mcguire,23.000,Athletics,200m,Tokyo,1964,women
106,1,POL,irena szewińska,23.100,Athletics,200m,Tokyo,1964,women
107,2,AUS,marilyn mary black-vassella,23.100,Athletics,200m,Tokyo,1964,women
121,0,GBR,kenneth joseph matthews,01:29:34.000,Athletics,20km walk,Tokyo,1964,men
122,1,GER,dieter lindner,01:31:13.200,Athletics,20km walk,Tokyo,1964,men
123,2,URS,vladimir golubnichy,01:31:59.400,Athletics,20km walk,Tokyo,1964,men
156,0,BEL,gaston roelants,00:08:30.800,Athletics,3000m steeplechase,Tokyo,1964,men
157,1,GBR,maurice herriott,00:08:32.400,Athletics,3000m steeplechase,Tokyo,1964,men
158,2,URS,ivan belyaev,00:08:33.800,Athletics,3000m steeplechase,Tokyo,1964,men
167,0,USA,warren (rex) jay cawley,49.600,Athletics,400m hurdles,Tokyo,1964,men
168,1,GBR,john hugh cooper,50.100,Athletics,400m hurdles,Tokyo,1964,men
169,2,ITA,salvatore morale,50.100,Athletics,400m hurdles,Tokyo,1964,men
178,0,USA,mike larrabee,45.100,Athletics,400m,Tokyo,1964,men
179,1,TTO,wendell adrian mottley,45.200,Athletics,400m,Tokyo,1964,men
180,2,POL,andrzej badenski,45.600,Athletics,400m,Tokyo,1964,men
191,0,AUS,betty cuthbert,52.000,Athletics,400m,Tokyo,1964,women
192,1,GBR,ann elizabeth packer,52.200,Athletics,400m,Tokyo,1964,women
193,2,AUS,judith florence amoore-pollock,53.400,Athletics,400m,Tokyo,1964,women
199,0,,,39.000,Athletics,4x100m relay,Tokyo,1964,men
200,1,,,39.300,Athletics,4x100m relay,Tokyo,1964,men
201,2,,,39.300,Athletics,4x100m relay,Tokyo,1964,men
208,0,,,43.600,Athletics,4x100m relay,Tokyo,1964,women
209,1,,,43.900,Athletics,4x100m relay,Tokyo,1964,women
210,2,,,44.000,Athletics,4x100m relay,Tokyo,1964,women
216,0,,,00:03:00.700,Athletics,4x400m relay,Tokyo,1964,men
217,1,,,00:03:01.600,Athletics,4x400m relay,Tokyo,1964,men
218,2,,,00:03:01.700,Athletics,4x400m relay,Tokyo,1964,men
227,0,USA,robert keyser schul,00:13:48.800,Athletics,5000m,Tokyo,1964,men
228,1,GER,harald norpoth,00:13:49.600,Athletics,5000m,Tokyo,1964,men
229,2,USA,william solon dellinger,00:13:49.800,Athletics,5000m,Tokyo,1964,men
244,0,ITA,abdon pamich,04:11:12.400,Athletics,50km walk,Tokyo,1964,men
245,1,GBR,paul vincent nihill,04:11:31.200,Athletics,50km walk,Tokyo,1964,men
246,2,SWE,ingvar pettersson,04:14:17.400,Athletics,50km walk,Tokyo,1964,men
283,0,NZL,peter snell,00:01:45.100,Athletics,800m,Tokyo,1964,men
284,1,CAN,william frederick crothers,00:01:45.600,Athletics,800m,Tokyo,1964,men
285,2,KEN,wilson chuma kiprugut,00:01:45.900,Athletics,800m,Tokyo,1964,men
292,0,GBR,ann elizabeth packer,00:02:01.100,Athletics,800m,Tokyo,1964,women
293,1,FRA,maryvonne dupureur,00:02:01.900,Athletics,800m,Tokyo,1964,women
294,2,NZL,ann marise chamberlain,00:02:02.800,Athletics,800m,Tokyo,1964,women
301,0,GER,karin richert-balzer,10.500,Athletics,80m hurdles,Tokyo,1964,women
302,1,POL,teresa barbara wieczorek-cieply,10.500,Athletics,80m hurdles,Tokyo,1964,women
303,2,AUS,pam kilborn-ryan,10.500,Athletics,80m hurdles,Tokyo,1964,women
314,0,GER,willi holdorf,561,Athletics,decathlon,Tokyo,1964,men
315,1,URS,rein aun,643,Athletics,decathlon,Tokyo,1964,men
316,2,GER,hans joachim walde,543,Athletics,decathlon,Tokyo,1964,men
337,0,USA,alfred oerter,61,Athletics,discus throw,Tokyo,1964,men
338,1,TCH,ludvik danek,60.52,Athletics,discus throw,Tokyo,1964,men
339,2,USA,david lawson weill,59.49,Athletics,discus throw,Tokyo,1964,men
351,0,URS,tamara press,57.27,Athletics,discus throw,Tokyo,1964,women
352,1,GER,ingrid lotz,57.21,Athletics,discus throw,Tokyo,1964,women
353,2,ROU,lia manoliu,56.97,Athletics,discus throw,Tokyo,1964,women
366,0,URS,romuald klim,69.74,Athletics,hammer throw,Tokyo,1964,men
367,1,HUN,gyula zsivotzky,69.09,Athletics,hammer throw,Tokyo,1964,men
368,2,GER,uwe beyer,68.09,Athletics,hammer throw,Tokyo,1964,men
382,0,URS,valeri brumel,2.18,Athletics,high jump,Tokyo,1964,men
383,1,USA,john curtis thomas,2.18,Athletics,high jump,Tokyo,1964,men
384,2,USA,john barnett rambo,2.16,Athletics,high jump,Tokyo,1964,men
404,0,ROU,iolanda balas,1.9,Athletics,high jump,Tokyo,1964,women
405,1,AUS,michelle mary mason-brown,1.8,Athletics,high jump,Tokyo,1964,women
406,2,URS,taisiya chenchik,1.78,Athletics,high jump,Tokyo,1964,women
423,0,FIN,pauli lauri nevala,82.66,Athletics,javelin throw,Tokyo,1964,men
424,1,HUN,gergely kulcsar,82.32,Athletics,javelin throw,Tokyo,1964,men
425,2,URS,yanis lusis,80.57,Athletics,javelin throw,Tokyo,1964,men
437,0,ROU,mihaela penes,60.54,Athletics,javelin throw,Tokyo,1964,women
438,1,HUN,marta antal-rudas,58.27,Athletics,javelin throw,Tokyo,1964,women
439,2,URS,elena gorchakova,57.06,Athletics,javelin throw,Tokyo,1964,women
449,0,GBR,lynn davies,8.07,Athletics,long jump,Tokyo,1964,men
450,1,USA,ralph harold boston,8.03,Athletics,long jump,Tokyo,1964,men
451,2,URS,igor ter-ovanesyan,7.99,Athletics,long jump,Tokyo,1964,men
467,0,GBR,mary denise bignal-rand,6.76,Athletics,long jump,Tokyo,1964,women
468,1,POL,irena szewińska,6.6,Athletics,long jump,Tokyo,1964,women
469,2,URS,tatyana shchelkanova,6.42,Athletics,long jump,Tokyo,1964,women
485,0,ETH,abebe bikila,02:12:11.200,Athletics,marathon,Tokyo,1964,men
486,1,GBR,benjamin basil heatley,02:16:19.200,Athletics,marathon,Tokyo,1964,men
487,2,JPN,kokichi tsuburaya,02:16:22.800,Athletics,marathon,Tokyo,1964,men
564,0,URS,iryna press,5246,Athletics,pentathlon,Tokyo,1964,women
565,1,GBR,mary denise bignal-rand,5035,Athletics,pentathlon,Tokyo,1964,women
566,2,URS,galina bystrova,4956,Athletics,pentathlon,Tokyo,1964,women
586,0,USA,fred hansen,5.1,Athletics,pole vault,Tokyo,1964,men
587,1,GER,wolfgang reinhardt,5.05,Athletics,pole vault,Tokyo,1964,men
588,2,GER,klaus lehnertz,5,Athletics,pole vault,Tokyo,1964,men
609,0,USA,dallas crutcher iii long,20.33,Athletics,shot put,Tokyo,1964,men
610,1,USA,james randel matson,20.2,Athletics,shot put,Tokyo,1964,men
611,2,HUN,vilmos varju,19.39,Athletics,shot put,Tokyo,1964,men
625,0,URS,tamara press,18.14,Athletics,shot put,Tokyo,1964,women
626,1,GER,renate garisch-culmberger-boy,17.61,Athletics,shot put,Tokyo,1964,women
627,2,URS,galina zybina,17.45,Athletics,shot put,Tokyo,1964,women
638,0,POL,jozef schmidt,16.85,Athletics,triple jump,Tokyo,1964,men
639,1,URS,oleg fedoseev,16.58,Athletics,triple jump,Tokyo,1964,men
640,2,URS,viktor kravchenko,16.57,Athletics,triple jump,Tokyo,1964,men
0,0,USA,cathy ferguson,00:01:07.700,Swimming,100m backstroke,Tokyo,1964,women
1,1,FRA,christine (kiki) caron,00:01:07.900,Swimming,100m backstroke,Tokyo,1964,women
2,2,USA,virginia ruth duenkel,00:01:08.000,Swimming,100m backstroke,Tokyo,1964,women
31,0,USA,sharon marie stouder,00:01:04.700,Swimming,100m butterfly,Tokyo,1964,women
32,1,NED,aagje ada kok,00:01:05.600,Swimming,100m butterfly,Tokyo,1964,women
33,2,USA,kathy ellis,00:01:06.000,Swimming,100m butterfly,Tokyo,1964,women
66,0,USA,donald arthur schollander,53.400,Swimming,100m freestyle,Tokyo,1964,men
67,1,GBR,robert bilsland mcgregor,53.500,Swimming,100m freestyle,Tokyo,1964,men
68,2,GER,hans-joachim klein,54.000,Swimming,100m freestyle,Tokyo,1964,men
133,0,AUS,dawn fraser,59.500,Swimming,100m freestyle,Tokyo,1964,women
134,1,USA,sharon marie stouder,59.900,Swimming,100m freestyle,Tokyo,1964,women
135,2,USA,kathy ellis,00:01:00.800,Swimming,100m freestyle,Tokyo,1964,women
177,0,AUS,robert george windle,00:17:01.700,Swimming,1500m freestyle,Tokyo,1964,men
178,1,USA,john mauer nelson,00:17:03.000,Swimming,1500m freestyle,Tokyo,1964,men
179,2,AUS,allan wood,00:17:07.700,Swimming,1500m freestyle,Tokyo,1964,men
278,0,URS,galina prozumenshchikova-stepanova,00:02:46.400,Swimming,200m breaststroke,Tokyo,1964,women
279,1,USA,claudia anne kolb,00:02:47.600,Swimming,200m breaststroke,Tokyo,1964,women
280,2,URS,svetlana babanina,00:02:48.600,Swimming,200m breaststroke,Tokyo,1964,women
0,0,JPN,yoshinobu miyake,WR,Weightlifting,56 - 60kg (featherweight),Tokyo,1964,men
22,0,URS,aleksey vakhonin,357.5,Weightlifting,56kg bantamweight,Tokyo,1964,men
23,1,HUN,imre földi,355,Weightlifting,56kg bantamweight,Tokyo,1964,men
24,2,JPN,shiro ishinoseki,347.5,Weightlifting,56kg bantamweight,Tokyo,1964,men
46,0,POL,waldemar baszanowski,WR,Weightlifting,60-67.5kg lightweight,Tokyo,1964,men
47,1,URS,vladimir kaplunov,WR,Weightlifting,60-67.5kg lightweight,Tokyo,1964,men
66,0,TCH,hans zdrazila,=WR,Weightlifting,67.5-75kg middleweight,Tokyo,1964,men
85,0,URS,rudolf plyukfelder,OR,Weightlifting,75-82.5kg total lightheavyweight,Tokyo,1964,men
109,0,URS,vladimir golovanov,=WR,Weightlifting,825  90kg total middleheavyweight,Tokyo,1964,men
128,0,URS,leonid zhabotinsky,OR,Weightlifting,90kg heavyweight,Tokyo,1964,men
9,0,ETH,selemon barega,27:43.22,Athletics,"10,000m",Tokyo,2020,men
10,1,UGA,joshua kiprui cheptegei,27:43.63,Athletics,"10,000m",Tokyo,2020,men
11,2,UGA,jacob kiplimo,27:43.88,Athletics,"10,000m",Tokyo,2020,men
34,0,ITA,lamont marcell jacobs,9.80,Athletics,100m,Tokyo,2020,men
35,1,USA,fred kerley,9.84,Athletics,100m,Tokyo,2020,men
36,2,CAN,andre de grasse,9.89,Athletics,100m,Tokyo,2020,men
42,0,JAM,hansle parchment,13.04,Athletics,110m hurdles,Tokyo,2020,men
43,1,USA,grant holloway,13.09,Athletics,110m hurdles,Tokyo,2020,men
44,2,JAM,ronald levy,13.10,Athletics,110m hurdles,Tokyo,2020,men
50,0,NOR,jakob ingebrigtsen,3:28.32,Athletics,1500m,Tokyo,2020,men
51,1,KEN,timothy cheruiyot,3:29.01,Athletics,1500m,Tokyo,2020,men
52,2,GBR,josh kerr,3:29.05,Athletics,1500m,Tokyo,2020,men
63,0,CAN,andre de grasse,19.62,Athletics,200m,Tokyo,2020,men
64,1,USA,kenneth bednarek,19.68,Athletics,200m,Tokyo,2020,men
65,2,USA,noah lyles,19.74,Athletics,200m,Tokyo,2020,men
71,0,ITA,massimo stano,1:21:05,Athletics,20km race walk,Tokyo,2020,men
72,1,JPN,koki ikeda,1:21:14,Athletics,20km race walk,Tokyo,2020,men
73,2,JPN,toshikazu yamanishi,1:21:28,Athletics,20km race walk,Tokyo,2020,men
128,0,MAR,soufiane elbakkali,8:08.90,Athletics,3000m steeplechase,Tokyo,2020,men
129,1,ETH,lamecha girma,8:10.38,Athletics,3000m steeplechase,Tokyo,2020,men
130,2,KEN,benjamin kigen,8:11.45,Athletics,3000m steeplechase,Tokyo,2020,men
143,0,,,37.50,Athletics,4 x 100m relay,Tokyo,2020,men
144,1,,,37.70,Athletics,4 x 100m relay,Tokyo,2020,men
145,2,,,37.79,Athletics,4 x 100m relay,Tokyo,2020,men
151,0,,,2:55.70,Athletics,4 x 400m relay,Tokyo,2020,men
